Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
2026-08-11,Widget B,West,365,23,Female,2.25
2026-08-11,Widget D,South,708,23,Male,2.52
2026-08-13,Widget A,South,988,38,Male,3.36
2026-08-14,Widget B,East,587,67,Male,2.03
2026-08-14,Widget C,East,303,29,Female,1.71
2026-08-15,Widget D,West,331,50,Female,4.06
2026-08-15,Widget B,East,420,61,Female,1.37
2026-08-15,Widget A,East,841,50,Male,3.69
2026-08-15,Widget D,West,385,62,Female,2.61
2026-08-16,Widget D,West,573,41,Male,1.6
2026-08-17,Widget B,West,996,35,Male,1.78
2026-08-18,Widget A,West,596,37,Female,1.13
2026-08-20,Widget D,West,514,69,Male,1.3
2026-08-20,Widget A,North,851,19,Male,2.15
2026-08-21,Widget A,East,635,19,Female,3.59
2026-08-21,Widget C,East,803,36,Female,1.43
2026-08-21,Widget A,South,539,20,Female,4.49
2026-08-23,Widget B,East,411,34,Female,3.51
2026-08-23,Widget A,South,796,64,Female,2.72
2026-08-24,Widget C,South,681,62,Male,3.65
2026-08-26,Widget C,North,693,29,Female,3.34
2026-08-27,Widget B,West,369,63,Male,2.98
2026-08-28,Widget D,East,623,69,Female,4.22
2026-08-29,Widget D,North,646,19,Female,3.8
2026-08-29,Widget A,North,189,66,Female,2.46
2026-09-01,Widget A,East,118,34,Female,1.69
2026-09-01,Widget A,East,605,41,Male,3.81
2026-09-01,Widget D,East,355,41,Female,3.59
2026-09-02,Widget A,East,364,28,Male,3.07
2026-09-03,Widget A,East,642,32,Male,3.57
2026-09-04,Widget B,East,299,49,Female,3.55
2026-09-05,Widget D,South,755,64,Male,4.01
2026-09-05,Widget C,West,464,19,Female,2.49
2026-09-06,Widget A,North,295,39,Female,2.44
2026-09-06,Widget D,East,527,42,Male,2.9
2026-09-07,Widget D,East,370,43,Female,1.64
2026-09-08,Widget A,North,924,58,Male,4.39
2026-09-09,Widget C,North,884,34,Male,2.86
2026-09-10,Widget A,South,177,25,Male,2.91
2026-09-12,Widget C,West,433,34,Male,4.26
2026-09-12,Widget D,North,260,25,Female,4.05
2026-09-13,Widget B,South,964,51,Female,3.45
2026-09-13,Widget B,East,748,34,Male,4.44
2026-09-16,Widget C,South,765,60,Female,3.86
2026-09-16,Widget A,East,190,43,Female,4.18
2026-09-19,Widget A,West,653,49,Male,1.86
2026-09-21,Widget C,East,866,53,Male,3.7
2026-09-21,Widget D,West,961,36,Male,1.79
2026-09-22,Widget D,South,862,63,Female,1.9
2026-09-28,Widget A,East,594,43,Female,3.49
2026-09-30,Widget B,West,608,37,Female,2.45
2026-09-30,Widget C,North,777,18,Male,4.02
2026-09-30,Widget A,North,807,36,Male,3.21
2026-10-01,Widget D,North,482,29,Female,3.67
2026-10-02,Widget A,South,113,30,Male,2.9
2026-10-04,Widget B,West,582,19,Female,4.28
2026-10-09,Widget B,East,810,56,Female,2.58
2026-10-15,Widget B,North,529,26,Female,3.67
2026-10-15,Widget D,West,719,49,Female,4.47
2026-10-17,Widget B,West,727,46,Female,2.89
2026-10-18,Widget D,West,483,57,Male,2.05
2026-10-20,Widget B,North,927,55,Male,4.66
2026-10-20,Widget B,North,365,44,Male,4.49
2026-10-21,Widget C,North,655,18,Male,2.02
2026-10-22,Widget C,West,170,24,Male,1.58
2026-10-24,Widget D,South,227,38,Female,4.85
2026-10-24,Widget A,East,952,56,Female,1.98
2026-10-24,Widget B,South,683,26,Male,4.68
2026-10-25,Widget D,East,547,25,Female,3.94
2026-10-26,Widget A,North,409,39,Female,4.88
2026-10-26,Widget C,West,675,48,Male,3.71
2026-10-26,Widget D,South,426,56,Male,4.65
2026-10-28,Widget B,North,421,22,Male,1.3
2026-10-29,Widget A,West,694,37,Female,1.6
2026-10-30,Widget A,East,354,58,Female,4.94
2026-10-30,Widget B,East,263,41,Male,4.43
2026-10-31,Widget D,West,780,42,Male,4.42
2026-10-31,Widget A,West,985,25,Female,1.01
2026-11-02,Widget A,North,664,49,Female,1.92
2026-11-04,Widget C,North,733,60,Male,4.49
2026-11-04,Widget B,East,328,28,Female,3.18
2026-11-04,Widget C,West,549,45,Female,1.03
2026-11-04,Widget D,North,430,33,Female,4.7
2026-11-07,Widget D,East,807,50,Female,1.7
2026-11-08,Widget B,West,616,66,Female,2.28
2026-11-08,Widget D,East,944,69,Male,3.4
2026-11-08,Widget D,East,491,50,Female,3.97
2026-11-09,Widget D,East,573,39,Male,3.98
2026-11-10,Widget B,East,829,65,Female,1.72
2026-11-11,Widget C,South,468,43,Female,3.28
2026-11-12,Widget A,West,504,54,Female,2.64
2026-11-14,Widget C,South,709,30,Male,2.63
2026-11-17,Widget A,South,435,27,Female,4.89
2026-11-17,Widget A,East,164,59,Male,2.42
2026-11-18,Widget B,South,182,31,Female,2.98
2026-11-21,Widget D,East,939,39,Male,2.64
2026-11-21,Widget C,North,872,29,Male,1.09
2026-11-23,Widget B,East,546,37,Female,4.72
2026-11-26,Widget B,East,353,60,Female,4.14
2026-11-27,Widget C,North,964,34,Male,3.1
2026-11-28,Widget B,North,350,32,Male,1.59
2026-11-28,Widget A,North,893,50,Female,1.01
2026-11-30,Widget D,North,942,47,Male,3.38
2026-11-30,Widget A,South,345,57,Male,2.15
2026-12-01,Widget D,West,182,26,Male,3.04
2026-12-01,Widget B,East,424,41,Female,1.22
2026-12-02,Widget A,North,493,51,Male,1.0
2026-12-02,Widget B,South,291,39,Female,1.34
2026-12-03,Widget A,West,860,37,Male,4.15
2026-12-04,Widget C,North,683,61,Female,3.59
2026-12-05,Widget A,West,811,69,Male,1.33
2026-12-05,Widget D,East,181,57,Female,2.29
2026-12-05,Widget D,West,687,45,Male,1.43
2026-12-05,Widget D,North,446,28,Female,2.74
2026-12-07,Widget A,East,973,25,Female,4.35
2026-12-07,Widget C,North,904,66,Male,4.72
2026-12-08,Widget D,East,102,65,Male,2.85
2026-12-08,Widget D,North,636,66,Male,1.45
2026-12-10,Widget B,North,713,62,Female,4.09
2026-12-10,Widget A,East,519,24,Female,1.13
2026-12-11,Widget B,North,214,68,Male,2.73
2026-12-12,Widget D,South,716,39,Male,1.92
2026-12-12,Widget B,West,962,29,Female,4.5
2026-12-15,Widget A,West,195,39,Female,4.86
2026-12-16,Widget C,West,680,62,Male,2.36
2026-12-16,Widget D,West,270,19,Female,3.31
2026-12-16,Widget C,West,893,19,Male,2.82
2026-12-17,Widget C,East,115,44,Male,3.82
2026-12-22,Widget C,East,759,19,Female,4.38
2026-12-23,Widget A,South,857,43,Female,3.69
2026-12-25,Widget C,South,372,67,Female,1.26
2026-12-25,Widget D,West,490,58,Female,4.64
2026-12-27,Widget C,North,591,65,Female,2.77
2026-12-27,Widget C,West,916,49,Female,1.27
2026-12-29,Widget C,East,364,21,Female,2.29
2026-12-29,Widget A,South,584,66,Female,1.06
2026-12-29,Widget D,East,315,61,Male,1.12
2026-12-29,Widget B,South,814,33,Male,1.05
2026-12-30,Widget C,North,543,37,Male,1.23
2026-12-31,Widget D,West,876,43,Male,4.96
2027-01-01,Widget D,West,130,39,Male,4.31
2027-01-01,Widget C,North,548,64,Male,1.62
2027-01-02,Widget A,West,802,31,Male,2.42
2027-01-02,Widget D,North,211,60,Female,1.1
2027-01-02,Widget D,North,126,47,Female,1.52
2027-01-03,Widget B,West,995,56,Male,4.02
2027-01-03,Widget C,North,248,64,Male,3.97
2027-01-03,Widget D,North,519,45,Female,3.94
2027-01-05,Widget C,North,225,60,Male,4.73
2027-01-09,Widget D,East,393,56,Female,3.03
2027-01-11,Widget D,South,650,53,Male,2.17
2027-01-11,Widget A,East,217,50,Male,3.65
2027-01-11,Widget D,South,551,48,Male,3.9
2027-01-13,Widget C,West,142,45,Female,3.52
2027-01-13,Widget B,South,738,38,Female,3.53
2027-01-16,Widget C,North,441,20,Female,1.16
2027-01-18,Widget D,West,308,52,Male,3.44
2027-01-20,Widget A,North,360,27,Female,4.48
2027-01-20,Widget B,West,174,60,Male,3.26
2027-01-22,Widget B,South,837,20,Male,4.89
2027-01-23,Widget D,South,113,58,Male,1.04
2027-01-25,Widget C,West,352,47,Male,3.63
2027-01-26,Widget A,East,285,36,Male,4.77
2027-01-26,Widget B,East,908,59,Male,1.78
2027-01-26,Widget A,North,118,42,Male,3.75
2027-01-26,Widget B,North,148,24,Female,4.15
2027-01-27,Widget C,South,386,24,Female,4.61
2027-01-28,Widget A,West,281,49,Male,1.58
2027-01-28,Widget D,South,120,60,Female,2.24
2027-01-29,Widget D,East,156,18,Female,4.44
2027-01-30,Widget A,West,453,36,Male,1.01
2027-01-30,Widget C,West,313,53,Female,1.99
2027-01-30,Widget D,West,146,28,Male,1.36
2027-01-31,Widget A,North,196,65,Female,3.53
2027-02-01,Widget A,South,228,54,Female,1.16
2027-02-02,Widget A,North,187,28,Male,4.7
2027-02-05,Widget C,East,880,20,Female,2.66
2027-02-07,Widget D,North,936,37,Female,2.27
2027-02-07,Widget B,West,397,18,Female,4.24
2027-02-07,Widget C,South,540,29,Male,1.19
2027-02-07,Widget A,East,993,37,Male,2.21
2027-02-09,Widget D,West,393,61,Female,1.19
2027-02-09,Widget D,South,811,46,Female,3.22
2027-02-10,Widget B,East,311,43,Male,1.84
2027-02-12,Widget C,North,488,49,Female,4.87
2027-02-12,Widget A,East,527,32,Male,4.58
2027-02-14,Widget B,North,118,63,Male,4.82
2027-02-19,Widget A,West,579,49,Female,4.8
2027-02-19,Widget D,West,299,25,Male,4.15
2027-02-23,Widget D,South,408,37,Female,1.13
2027-02-24,Widget B,North,819,55,Male,2.54
2027-02-25,Widget B,West,641,42,Female,4.51
2027-02-25,Widget B,West,318,27,Female,2.19
2027-02-26,Widget B,North,197,67,Male,1.69
2027-02-27,Widget B,West,425,21,Male,1.89
2027-02-28,Widget C,North,968,69,Male,1.52
2027-02-28,Widget D,South,460,34,Female,2.31
2027-03-01,Widget D,North,751,21,Male,3.25
2027-03-03,Widget B,West,522,49,Female,1.5
2027-03-03,Widget A,East,811,68,Male,1.42
2027-03-04,Widget B,East,101,45,Female,1.42
2027-03-05,Widget D,South,793,22,Male,1.89
2027-03-06,Widget C,East,336,53,Male,4.44
2027-03-06,Widget C,West,765,37,Female,1.83
2027-03-06,Widget B,North,711,29,Female,3.19
2027-03-08,Widget A,North,902,61,Female,1.0
2027-03-09,Widget A,West,328,56,Female,3.02
2027-03-11,Widget C,West,423,41,Female,3.88
2027-03-11,Widget C,North,218,47,Female,2.03
2027-03-11,Widget D,West,716,54,Female,2.27
2027-03-15,Widget B,East,916,52,Female,2.84
2027-03-15,Widget C,West,595,22,Female,2.97
2027-03-16,Widget D,South,662,68,Male,4.6
2027-03-16,Widget B,West,655,30,Male,3.79
2027-03-17,Widget B,East,746,31,Female,2.32
2027-03-17,Widget A,North,748,52,Female,1.77
2027-03-17,Widget A,South,207,46,Female,3.01
2027-03-19,Widget B,South,779,40,Male,1.3
2027-03-22,Widget A,West,629,36,Female,2.57
2027-03-22,Widget B,East,880,49,Female,2.86
2027-03-22,Widget B,South,687,62,Male,1.76
2027-03-24,Widget D,South,615,27,Female,4.26
2027-03-27,Widget B,West,989,23,Male,1.93
2027-03-27,Widget C,North,138,41,Female,1.21
2027-03-29,Widget A,East,790,23,Female,4.62
2027-03-30,Widget B,South,468,33,Male,2.3
2027-03-30,Widget C,East,292,51,Female,2.91
2027-03-30,Widget D,North,524,49,Female,1.86
2027-04-01,Widget A,West,287,56,Female,3.22
2027-04-02,Widget A,East,988,51,Male,1.2
2027-04-04,Widget C,West,545,63,Male,4.27
2027-04-04,Widget C,North,965,31,Male,3.88
2027-04-05,Widget A,North,797,65,Female,4.75
2027-04-05,Widget D,South,851,23,Male,4.17
2027-04-07,Widget B,South,441,47,Female,3.82
2027-04-08,Widget A,South,549,38,Female,4.32
2027-04-08,Widget C,East,790,61,Female,1.18
2027-04-10,Widget A,North,144,28,Female,2.24
2027-04-10,Widget D,West,650,64,Male,3.71
2027-04-12,Widget C,South,822,30,Male,3.82
2027-04-12,Widget A,East,492,39,Female,2.43
2027-04-13,Widget A,North,209,35,Female,3.86
2027-04-14,Widget C,West,872,59,Male,4.75
2027-04-15,Widget D,West,563,41,Female,3.28
2027-04-16,Widget A,North,633,25,Male,4.64
2027-04-16,Widget B,North,636,36,Male,3.51
2027-04-16,Widget D,East,771,50,Female,3.64
2027-04-16,Widget C,South,897,47,Female,1.89
2027-04-17,Widget D,South,800,24,Female,3.82
2027-04-18,Widget A,East,157,45,Female,4.01
2027-04-19,Widget A,North,442,58,Male,3.0
2027-04-20,Widget C,North,974,22,Male,3.9
2027-04-23,Widget A,South,653,29,Male,1.91
2027-04-23,Widget A,North,466,28,Female,1.53
2027-04-24,Widget A,West,425,28,Male,4.81
2027-04-24,Widget B,South,839,52,Female,2.9
2027-04-25,Widget D,East,337,28,Male,1.15
2027-04-27,Widget B,East,625,36,Male,2.63
2027-04-28,Widget D,North,621,69,Male,1.97
2027-04-29,Widget A,West,391,38,Male,4.9
2027-05-01,Widget A,South,626,50,Male,4.77
2027-05-02,Widget B,West,650,43,Male,2.61
2027-05-03,Widget C,West,755,18,Male,4.73
2027-05-04,Widget A,North,685,25,Male,2.27
2027-05-05,Widget D,East,432,28,Male,2.17
2027-05-05,Widget B,North,256,50,Male,4.44
2027-05-06,Widget D,South,909,35,Male,2.71
2027-05-08,Widget B,West,375,57,Male,2.4
2027-05-10,Widget D,North,298,40,Male,2.36
2027-05-10,Widget A,South,984,33,Male,1.66
2027-05-10,Widget B,West,150,43,Male,3.03
2027-05-11,Widget C,East,824,27,Female,4.09
2027-05-11,Widget A,North,169,31,Female,3.0
2027-05-13,Widget A,North,433,44,Female,1.32
2027-05-14,Widget B,West,531,38,Female,1.35
2027-05-15,Widget A,North,493,64,Female,4.18
2027-05-18,Widget A,East,938,30,Male,2.1
2027-05-18,Widget A,West,128,50,Male,3.95
2027-05-23,Widget A,West,660,34,Female,2.03
2027-05-24,Widget B,East,786,49,Female,4.45
2027-05-24,Widget D,South,879,29,Male,3.61
2027-05-24,Widget B,South,931,55,Female,4.08
2027-05-24,Widget D,West,729,24,Male,1.18
2027-05-25,Widget C,South,107,51,Male,1.53
2027-05-29,Widget A,South,288,32,Female,2.3
2027-05-29,Widget A,West,309,65,Female,4.37
2027-05-30,Widget B,North,611,40,Female,2.84
2027-05-31,Widget C,North,760,61,Female,3.23
2027-05-31,Widget D,North,420,46,Female,3.28
2027-06-01,Widget A,South,395,34,Male,2.52
2027-06-03,Widget A,South,314,66,Female,3.89
2027-06-04,Widget A,North,621,57,Male,3.17
2027-06-05,Widget D,South,244,42,Male,1.06
2027-06-05,Widget D,East,645,33,Female,3.46
2027-06-05,Widget D,West,952,22,Female,3.67
2027-06-06,Widget A,South,787,50,Female,1.4
2027-06-06,Widget C,North,231,49,Male,1.53
2027-06-08,Widget D,North,200,59,Male,4.99
2027-06-09,Widget C,North,297,48,Male,3.6
2027-06-09,Widget B,South,370,65,Female,3.35
2027-06-10,Widget A,North,597,54,Female,1.94
2027-06-10,Widget B,East,583,52,Male,2.57
2027-06-11,Widget C,East,280,61,Male,2.81
2027-06-13,Widget A,North,376,36,Female,3.08
2027-06-13,Widget C,East,883,33,Female,4.96
2027-06-14,Widget D,South,992,42,Male,2.25
2027-06-17,Widget A,North,216,22,Female,4.36
2027-06-17,Widget C,South,613,53,Female,2.19
2027-06-18,Widget B,North,268,35,Male,2.37
2027-06-18,Widget B,South,773,38,Male,3.9
2027-06-18,Widget C,South,742,60,Female,2.19
2027-06-20,Widget D,West,255,32,Male,3.05
2027-06-20,Widget A,West,646,60,Male,4.77
2027-06-21,Widget A,East,568,33,Male,2.93
2027-06-21,Widget D,North,991,55,Male,3.85
2027-06-22,Widget A,West,288,42,Male,4.24
2027-06-22,Widget A,South,513,19,Male,2.04
2027-06-23,Widget A,East,400,29,Male,3.85
2027-06-24,Widget C,West,756,43,Male,1.78
2027-06-24,Widget A,West,378,68,Male,4.05
2027-06-25,Widget B,South,670,42,Female,1.91
2027-06-25,Widget B,South,392,20,Female,1.61
2027-06-25,Widget D,North,277,39,Male,4.83
2027-06-27,Widget A,East,938,20,Female,2.45
2027-06-27,Widget D,North,332,64,Male,1.08
2027-06-27,Widget A,East,525,54,Male,4.76
2027-06-27,Widget B,South,614,41,Male,1.99
2027-06-30,Widget C,West,489,43,Female,4.33
2027-06-30,Widget C,South,115,27,Female,2.66
2027-06-30,Widget A,South,897,43,Female,4.55
2027-07-01,Widget C,East,303,51,Male,3.58
2027-07-02,Widget C,North,219,46,Female,1.62
2027-07-03,Widget C,South,622,31,Female,4.62
2027-07-03,Widget A,West,884,44,Female,2.12
2027-07-04,Widget C,North,635,36,Female,3.44
2027-07-04,Widget B,North,657,62,Male,4.71
2027-07-04,Widget D,North,396,46,Female,3.56
2027-07-06,Widget C,South,965,22,Female,1.16
2027-07-07,Widget D,South,303,52,Female,3.72
2027-07-08,Widget D,West,559,58,Male,4.76
2027-07-11,Widget D,South,178,45,Male,1.63
2027-07-14,Widget B,North,770,43,Female,1.54
2027-07-14,Widget A,East,908,53,Male,2.82
2027-07-15,Widget A,North,664,55,Female,3.55
2027-07-17,Widget D,East,826,47,Female,4.25
2027-07-20,Widget C,West,521,54,Male,2.1
2027-07-20,Widget A,West,406,18,Female,4.67
2027-07-21,Widget C,North,474,29,Male,2.61
2027-07-22,Widget A,North,377,69,Male,2.24
2027-07-24,Widget C,West,876,53,Female,1.59
2027-07-26,Widget C,North,602,56,Female,4.43
2027-07-27,Widget C,West,781,35,Male,4.4
2027-07-27,Widget C,West,767,54,Female,4.71
2027-07-29,Widget C,North,683,19,Female,4.2
2027-07-29,Widget D,North,853,32,Female,2.0
2027-07-30,Widget B,East,383,69,Female,2.35
2027-07-31,Widget B,West,998,41,Male,4.34
2027-08-01,Widget B,East,733,65,Male,2.59
2027-08-01,Widget B,South,233,35,Female,3.26
2027-08-02,Widget D,West,992,29,Male,4.78
2027-08-03,Widget B,South,714,58,Male,1.36
2027-08-03,Widget D,South,139,69,Female,1.95
2027-08-04,Widget B,South,475,56,Female,2.05
2027-08-04,Widget B,East,161,26,Female,1.03
2027-08-06,Widget C,South,479,42,Male,3.48
2027-08-06,Widget D,East,777,52,Female,2.73
2027-08-07,Widget C,East,633,32,Male,2.89
2027-08-07,Widget D,East,791,26,Male,4.87
2027-08-09,Widget A,East,646,37,Female,1.33
2027-08-10,Widget D,West,288,19,Male,4.83
2027-08-11,Widget D,North,192,27,Male,1.25
2027-08-11,Widget C,South,935,30,Male,1.2
2027-08-12,Widget C,West,884,20,Female,3.26
2027-08-13,Widget C,South,183,27,Female,4.04
2027-08-14,Widget D,West,920,55,Male,3.3
2027-08-15,Widget C,East,180,34,Female,1.76
2027-08-17,Widget A,South,754,58,Male,3.79
2027-08-17,Widget A,North,326,49,Female,3.87
2027-08-17,Widget B,North,953,47,Female,1.11
2027-08-18,Widget C,East,433,46,Female,3.76
2027-08-19,Widget B,West,949,18,Female,3.44
2027-08-19,Widget A,West,413,37,Male,4.91
2027-08-21,Widget A,West,915,62,Male,2.24
2027-08-21,Widget C,South,204,18,Male,2.18
2027-08-23,Widget D,West,877,68,Female,3.04
2027-08-24,Widget A,East,397,48,Female,1.68
2027-08-25,Widget C,South,474,19,Female,1.64
2027-08-25,Widget C,West,733,68,Female,4.07
2027-08-27,Widget B,North,948,19,Male,2.59
2027-08-28,Widget B,South,168,45,Female,1.43
2027-08-28,Widget D,East,509,30,Female,2.69
2027-08-29,Widget D,East,232,60,Female,1.16
2027-08-29,Widget A,South,496,52,Male,2.01
2027-08-31,Widget C,South,620,22,Female,4.59
2027-08-31,Widget A,South,466,47,Male,4.57
2027-08-31,Widget A,East,487,23,Male,2.5
2027-08-31,Widget C,North,595,50,Female,4.02
2027-09-02,Widget A,East,510,28,Female,3.94
2027-09-02,Widget D,West,169,56,Male,2.14
2027-09-03,Widget D,South,423,47,Female,2.47
2027-09-04,Widget B,South,304,35,Male,1.64
2027-09-06,Widget B,East,409,48,Male,3.52
2027-09-06,Widget C,South,411,67,Male,4.64
2027-09-07,Widget D,North,640,69,Male,2.65
2027-09-07,Widget A,North,709,32,Female,1.86
2027-09-08,Widget A,West,600,20,Female,2.96
2027-09-08,Widget D,West,508,20,Female,2.93
2027-09-08,Widget B,South,436,69,Male,1.32
2027-09-11,Widget C,North,920,44,Male,4.94
2027-09-13,Widget D,West,440,24,Female,2.2
2027-09-13,Widget A,North,620,62,Male,4.73
2027-09-13,Widget A,North,657,27,Male,2.58
2027-09-14,Widget D,South,221,51,Male,2.1
2027-09-16,Widget D,East,711,67,Male,3.46
2027-09-17,Widget A,East,864,47,Female,4.73
2027-09-17,Widget C,West,801,24,Male,2.34
2027-09-19,Widget D,West,124,33,Male,2.04
2027-09-20,Widget D,South,825,30,Male,1.51
2027-09-21,Widget D,South,672,30,Female,1.85
2027-09-21,Widget D,East,355,20,Male,1.62
2027-09-22,Widget D,North,213,50,Male,4.37
2027-09-22,Widget D,East,294,27,Male,2.69
2027-09-26,Widget D,West,243,34,Female,3.73
2027-09-26,Widget B,North,545,58,Male,2.59
2027-09-26,Widget A,East,202,39,Female,1.56
2027-09-28,Widget D,North,493,59,Female,3.68
2027-09-29,Widget B,North,249,27,Male,4.1
2027-10-02,Widget D,South,230,31,Male,2.14
2027-10-03,Widget C,East,178,32,Female,3.23
2027-10-04,Widget D,East,157,51,Female,4.93
2027-10-07,Widget C,East,614,40,Female,3.15
2027-10-08,Widget A,East,734,35,Female,2.63
2027-10-10,Widget B,North,967,52,Male,1.61
2027-10-11,Widget D,North,842,31,Female,3.11
2027-10-11,Widget C,West,160,57,Male,2.91
2027-10-14,Widget A,North,701,55,Male,3.5
2027-10-15,Widget A,East,435,36,Male,4.75
2027-10-18,Widget D,East,662,36,Male,1.1
2027-10-18,Widget B,North,777,41,Male,4.32
2027-10-22,Widget C,North,947,53,Male,1.12
2027-10-24,Widget C,North,437,42,Female,2.18
2027-10-24,Widget B,East,786,34,Male,4.86
2027-10-27,Widget B,East,315,36,Male,3.98
2027-10-27,Widget B,West,535,53,Female,4.22
2027-10-28,Widget A,South,879,67,Male,3.52
2027-10-30,Widget A,East,253,59,Male,3.11
2027-10-31,Widget D,West,535,38,Male,1.93
2027-11-01,Widget C,South,211,44,Male,4.03
2027-11-03,Widget A,North,541,43,Female,4.46
2027-11-04,Widget A,West,845,52,Female,2.85
2027-11-05,Widget B,North,103,29,Male,2.0
2027-11-05,Widget C,North,108,38,Male,3.62
2027-11-05,Widget A,South,693,34,Male,2.01
2027-11-06,Widget B,North,242,38,Female,1.32
2027-11-07,Widget C,North,406,41,Male,2.32
2027-11-08,Widget A,South,594,28,Female,4.44
2027-11-08,Widget B,South,628,28,Female,1.21
2027-11-10,Widget A,North,565,45,Male,4.56
2027-11-10,Widget D,West,367,63,Female,2.65
2027-11-10,Widget D,South,232,48,Female,4.32
2027-11-10,Widget B,North,156,62,Female,2.97
2027-11-11,Widget A,North,267,26,Female,2.51
2027-11-12,Widget C,West,896,28,Male,1.98
2027-11-13,Widget C,West,930,65,Female,2.19
2027-11-13,Widget C,East,760,39,Male,3.31
2027-11-14,Widget D,East,643,41,Male,3.7
2027-11-14,Widget A,West,809,20,Male,4.35
2027-11-16,Widget B,South,206,30,Female,1.93
2027-11-17,Widget A,North,460,25,Male,2.64
2027-11-17,Widget C,East,405,67,Male,2.09
2027-11-18,Widget D,East,538,32,Male,3.17
2027-11-19,Widget D,North,633,59,Female,3.79
2027-11-19,Widget B,West,673,30,Male,3.44
2027-11-20,Widget C,East,471,19,Female,4.07
2027-11-21,Widget C,West,475,61,Male,2.2
2027-11-22,Widget D,North,211,29,Male,2.29
2027-11-23,Widget D,South,528,66,Female,1.65
2027-11-26,Widget D,West,507,65,Male,2.59
2027-11-27,Widget A,North,403,49,Female,3.79
2027-11-27,Widget D,South,115,56,Male,4.56
2027-11-29,Widget A,East,229,69,Male,1.76
2027-11-29,Widget D,East,276,48,Female,3.8
2027-11-30,Widget A,West,792,53,Female,4.1
2027-12-01,Widget C,East,718,23,Male,4.31
2027-12-01,Widget D,North,278,56,Male,1.56
2027-12-01,Widget A,West,636,29,Male,2.79
2027-12-02,Widget C,West,449,68,Female,1.14
2027-12-02,Widget C,North,358,68,Female,3.46
2027-12-02,Widget A,East,761,68,Male,3.54
2027-12-03,Widget A,North,337,18,Female,4.93
2027-12-04,Widget A,South,562,48,Female,3.71
2027-12-06,Widget B,East,653,29,Female,2.85
2027-12-07,Widget B,East,741,32,Male,2.48
2027-12-10,Widget B,North,236,43,Male,2.01
2027-12-10,Widget A,East,790,34,Female,4.75
2027-12-10,Widget A,West,628,43,Female,1.51
2027-12-10,Widget B,North,426,34,Female,1.18
2027-12-12,Widget D,North,757,38,Male,1.82
2027-12-12,Widget C,North,485,18,Male,2.56
2027-12-14,Widget B,East,886,30,Male,4.31
2027-12-16,Widget A,North,456,23,Female,2.33
2027-12-17,Widget D,West,966,44,Male,2.14
2027-12-17,Widget A,East,797,66,Female,2.94
2027-12-20,Widget A,South,375,59,Male,4.21
2027-12-21,Widget C,North,253,29,Female,3.07
2027-12-21,Widget B,North,844,52,Male,1.29
2027-12-21,Widget C,West,678,62,Female,1.61
2027-12-23,Widget D,North,926,64,Male,1.29
2027-12-24,Widget B,North,910,54,Female,1.17
2027-12-25,Widget B,West,171,35,Female,3.54
2027-12-26,Widget A,North,161,42,Female,3.31
2027-12-28,Widget A,East,370,40,Male,2.61
2027-12-29,Widget B,West,117,45,Male,4.39
2027-12-29,Widget D,West,755,56,Male,2.39
2027-12-30,Widget A,South,602,66,Male,4.76
2027-12-31,Widget C,West,750,36,Male,1.8
2027-12-31,Widget B,South,204,34,Male,2.81
2027-12-31,Widget B,East,736,52,Male,2.71
2028-01-01,Widget A,North,467,42,Male,1.98
2028-01-01,Widget D,West,329,38,Female,3.11
2028-01-02,Widget C,West,408,54,Male,1.07
2028-01-02,Widget D,South,178,22,Female,2.15
2028-01-03,Widget B,South,611,63,Female,4.01
2028-01-06,Widget A,West,570,44,Male,4.51
2028-01-06,Widget D,South,619,29,Male,1.89
2028-01-06,Widget B,South,258,26,Male,2.14
2028-01-07,Widget B,West,782,21,Female,2.48
2028-01-08,Widget A,East,545,58,Male,4.72
2028-01-08,Widget B,North,738,32,Female,2.46
2028-01-08,Widget D,South,472,45,Male,1.2
2028-01-09,Widget C,West,248,48,Female,4.61
2028-01-09,Widget B,South,434,64,Male,1.05
2028-01-09,Widget D,West,361,19,Male,3.01
2028-01-10,Widget D,West,658,49,Female,3.22
2028-01-11,Widget C,South,251,28,Male,3.14
2028-01-12,Widget C,North,280,48,Male,3.3
2028-01-13,Widget D,East,317,33,Male,1.14
2028-01-13,Widget A,South,563,27,Female,2.07
2028-01-14,Widget B,North,387,23,Male,1.69
2028-01-14,Widget C,North,577,28,Male,1.78
2028-01-15,Widget B,East,390,54,Male,4.25
2028-01-16,Widget C,East,488,58,Male,1.36
2028-01-16,Widget B,South,627,48,Female,4.28
2028-01-17,Widget A,West,333,67,Female,2.61
2028-01-17,Widget C,North,710,25,Male,3.42
2028-01-18,Widget D,South,869,23,Male,1.99
2028-01-19,Widget C,North,767,60,Female,1.08
2028-01-22,Widget A,East,546,35,Male,2.38
2028-01-24,Widget C,South,216,52,Male,1.66
2028-01-24,Widget C,South,720,19,Male,3.53
2028-01-26,Widget D,East,807,19,Male,3.65
2028-01-27,Widget B,South,439,27,Male,3.79
2028-01-29,Widget C,East,113,35,Male,4.16
2028-01-30,Widget A,East,622,34,Male,4.33
2028-01-30,Widget A,West,131,67,Female,4.79
2028-02-03,Widget A,East,535,31,Female,3.74
2028-02-03,Widget C,West,173,26,Male,4.43
2028-02-03,Widget A,North,685,51,Male,4.64
